output file: KD_ls.log
current fid 0.8989019153335931
current fid 0.898901915189723
current fid 0.8989019143859939
current fid 0.8989019152593087
current fid 0.8989019152588211
current fid 0.8989019152588303
current fid 0.8989019152588167
current fid 0.8989019152585423
current fid 0.8989019152573013
current fid 0.8989019152588548
current fid 0.8989019152588495
current fid 0.8989019152563938
current fid 0.8989019152438865
current fid 0.8989019152588777
current fid 0.8989019152738664
current fid 0.8989019152560652
current fid 0.8989019152587826
current fid 0.898901915258842
current fid 0.8989019152587622
current fid 0.8989019152588184
current fid 0.8989019152588184
current fid 0.8989019152588184
current fid 0.8989019152588184
current fid 0.8989019152588184
current fid 0.8989019152588184
current fid 0.8989019152588184
current fid 0.8989019152588184
current fid 0.8989019152588184
current fid 0.8989019152588184
current fid 0.8989019152588184
current fid 0.8989019152588184
current fid 0.8989019152588184
current fid 0.8989019152588184
current fid 0.8989019152588184
current fid 0.8989019152588184
current fid 0.8989019152588184
current fid 0.8989019152588184
current fid 0.8989019152588184
current fid 0.8989019152588184
current fid 0.8989019152588184
current fid 0.8989019152588184
current fid 0.8989019152588184
current fid 0.8989019152588184
current fid 0.8989019152588184
current fid 0.9998865273321427
current fid 0.9998865273303917
current fid 0.9998865273302041
current fid 0.9998865273301875
current fid 0.9998865273339052
current fid 0.9998865273322257
current fid 0.9998865273313013
current fid 0.9998865273291037
current fid 0.9998865273335861
current fid 0.9998865273330774
current fid 0.9998865273323758
current fid 0.9998865273320239
current fid 0.9998865273318529
current fid 0.9998865273324442
current fid 0.9998865273315327
current fid 0.9998865273321744
current fid 0.9998865273322477
current fid 0.9998865273319855
current fid 0.9998865273326807
current fid 0.9998865273308851
current fid 0.9998865273319935
current fid 0.9998865273331853
current fid 0.9998865273332868
current fid 0.9998865273324686
current fid 0.9998865273320916
current fid 0.9998865273319497
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273130353
current fid 0.9998865273285265
current fid 0.9998865273283764
current fid 0.9998865273128836
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273295295
current fid 0.9998865273321031
current fid 0.9998865273187435
current fid 0.9998865273332663
current fid 0.9998865273321342
current fid 0.9998865272137298
current fid 0.9998865273431716
current fid 0.9998865273215282
current fid 0.9998865272065869
current fid 0.9998865273321487
current fid 0.9998865273321416
current fid 0.9998865273321431
current fid 0.9998865273321391
current fid 0.9998865273321436
current fid 0.9998865273319919
current fid 0.9998865273321402
current fid 0.9998865273321424
current fid 0.9998865273320976
current fid 0.9998865273308132
current fid 0.9998865273321396
current fid 0.9998865273334351
current fid 0.9998865273321149
current fid 0.9998865273321418
current fid 0.9998865273321391
current fid 0.99988652733214
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9998865273321427
current fid 0.9988384781475971
current fid 0.9988384781466011
current fid 0.998838478148789
current fid 0.9988384781566422
current fid 0.9988384781365723
current fid 0.9988384781504616
current fid 0.9988384781500446
current fid 0.9988384781626722
current fid 0.9988384781345733
current fid 0.9988384781414349
current fid 0.9988384781470858
current fid 0.9988384781481532
current fid 0.998838478148787
current fid 0.9988384781453873
current fid 0.9988384781511498
current fid 0.998838478146757
current fid 0.9988384781470372
current fid 0.9988384781485793
current fid 0.9988384781444175
current fid 0.9988384781543238
current fid 0.9988384781485051
current fid 0.9988384781415679
current fid 0.9988384781416135
current fid 0.9988384781456371
current fid 0.9988384781479543
current fid 0.998838478148673
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781942153
current fid 0.9988384781656604
current fid 0.9988384781664601
current fid 0.9988384781950687
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781438256
current fid 0.998838478147534
current fid 0.9988384781974369
current fid 0.9988384781422962
current fid 0.9988384781474853
current fid 0.998838478566553
current fid 0.9988384781016257
current fid 0.9988384781915051
current fid 0.9988384785973005
current fid 0.9988384781477145
current fid 0.9988384781475993
current fid 0.9988384781475931
current fid 0.9988384781476031
current fid 0.9988384781473109
current fid 0.9988384781493727
current fid 0.9988384781475906
current fid 0.9988384781476046
current fid 0.9988384781470696
current fid 0.9988384781610454
current fid 0.9988384781475902
current fid 0.9988384781344541
current fid 0.998838478146948
current fid 0.9988384781476062
current fid 0.9988384781475997
current fid 0.9988384781476082
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9988384781475971
current fid 0.9999810891909896
current fid 0.9999810891893585
current fid 0.999981089189527
current fid 0.9999810891908464
current fid 0.9999810891906321
current fid 0.9999810891915769
current fid 0.9999810891906881
current fid 0.999981089190925
current fid 0.9999810891900315
current fid 0.9999810891907485
current fid 0.9999810891910562
current fid 0.9999810891909865
current fid 0.9999810891909436
current fid 0.9999810891908797
current fid 0.9999810891910627
current fid 0.9999810891908761
current fid 0.9999810891909932
current fid 0.99998108919102
current fid 0.9999810891909143
current fid 0.9999810891910551
current fid 0.9999810891910216
current fid 0.9999810891908688
current fid 0.999981089190961
current fid 0.9999810891909352
current fid 0.9999810891910129
current fid 0.999981089191006
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891872347
current fid 0.9999810891922255
current fid 0.9999810891923012
current fid 0.9999810891873187
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891881236
current fid 0.999981089190951
current fid 0.9999810891918272
current fid 0.9999810891906794
current fid 0.9999810891909892
current fid 0.99998108919349
current fid 0.9999810891891988
current fid 0.999981089192637
current fid 0.9999810891947057
current fid 0.99998108919099
current fid 0.9999810891909883
current fid 0.9999810891909907
current fid 0.9999810891909907
current fid 0.9999810891909416
current fid 0.9999810891912574
current fid 0.9999810891909896
current fid 0.9999810891909892
current fid 0.9999810891908828
current fid 0.9999810891929196
current fid 0.999981089190992
current fid 0.9999810891891171
current fid 0.9999810891908688
current fid 0.9999810891909887
current fid 0.9999810891909889
current fid 0.9999810891909894
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999810891909896
current fid 0.9999818097167893
current fid 0.9999818097151397
current fid 0.9999818097152805
current fid 0.9999818097166507
current fid 0.9999818097165801
current fid 0.9999818097173602
current fid 0.9999818097163514
current fid 0.9999818097166607
current fid 0.9999818097159393
current fid 0.9999818097164791
current fid 0.9999818097168544
current fid 0.9999818097167895
current fid 0.999981809716716
current fid 0.9999818097166892
current fid 0.9999818097168399
current fid 0.9999818097167027
current fid 0.9999818097167957
current fid 0.9999818097168304
current fid 0.9999818097166618
current fid 0.9999818097167913
current fid 0.9999818097168142
current fid 0.9999818097167558
current fid 0.9999818097167695
current fid 0.9999818097167538
current fid 0.9999818097167875
current fid 0.9999818097168002
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097168268
current fid 0.9999818097162688
current fid 0.9999818097161967
current fid 0.9999818097167618
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097138656
current fid 0.9999818097167507
current fid 0.9999818097167187
current fid 0.9999818097168945
current fid 0.9999818097167882
current fid 0.9999818097170144
current fid 0.9999818097174268
current fid 0.9999818097162642
current fid 0.999981809716766
current fid 0.9999818097167902
current fid 0.9999818097167891
current fid 0.9999818097167875
current fid 0.9999818097167893
current fid 0.9999818097167944
current fid 0.999981809716667
current fid 0.9999818097167906
current fid 0.9999818097167902
current fid 0.9999818097168133
current fid 0.9999818097157612
current fid 0.9999818097167911
current fid 0.9999818097177459
current fid 0.999981809716815
current fid 0.9999818097167908
current fid 0.9999818097167902
current fid 0.99998180971679
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999818097167893
current fid 0.9999820046933291
current fid 0.9999820046916511
current fid 0.9999820046918241
current fid 0.9999820046930975
current fid 0.9999820046930169
current fid 0.9999820046939151
current fid 0.9999820046930393
current fid 0.9999820046931435
current fid 0.9999820046924098
current fid 0.9999820046931546
current fid 0.9999820046933999
current fid 0.9999820046933138
current fid 0.9999820046932669
current fid 0.9999820046932221
current fid 0.9999820046933731
current fid 0.9999820046932074
current fid 0.999982004693332
current fid 0.9999820046933449
current fid 0.9999820046932807
current fid 0.9999820046933566
current fid 0.9999820046933566
current fid 0.9999820046932252
current fid 0.9999820046933582
current fid 0.999982004693288
current fid 0.9999820046933566
current fid 0.9999820046933326
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046938283
current fid 0.9999820046948419
current fid 0.999982004695081
current fid 0.9999820046940772
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046904158
current fid 0.9999820046932891
current fid 0.9999820046933757
current fid 0.9999820046930338
current fid 0.9999820046933282
current fid 0.9999820046923261
current fid 0.9999820046915336
current fid 0.9999820046947202
current fid 0.999982004692818
current fid 0.9999820046933291
current fid 0.9999820046933309
current fid 0.9999820046933269
current fid 0.9999820046933293
current fid 0.9999820046933107
current fid 0.9999820046936955
current fid 0.9999820046933284
current fid 0.9999820046933289
current fid 0.9999820046932949
current fid 0.9999820046964408
current fid 0.9999820046933302
current fid 0.9999820046904675
current fid 0.9999820046933069
current fid 0.9999820046933289
current fid 0.9999820046933302
current fid 0.9999820046933262
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999820046933291
current fid 0.9999823990101513
current fid 0.999982399008482
current fid 0.9999823990086618
current fid 0.9999823990098893
current fid 0.999982399009812
current fid 0.9999823990107437
current fid 0.999982399009905
current fid 0.9999823990099568
current fid 0.9999823990092298
current fid 0.9999823990100174
current fid 0.9999823990102228
current fid 0.9999823990101382
current fid 0.9999823990101036
current fid 0.9999823990100509
current fid 0.9999823990101928
current fid 0.9999823990100247
current fid 0.9999823990101568
current fid 0.9999823990101651
current fid 0.9999823990101351
current fid 0.9999823990101864
current fid 0.9999823990101793
current fid 0.9999823990100323
current fid 0.9999823990101928
current fid 0.9999823990101111
current fid 0.9999823990101884
current fid 0.9999823990101606
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990109511
current fid 0.9999823990122423
current fid 0.9999823990124717
current fid 0.9999823990111947
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.999982399007274
current fid 0.999982399010118
current fid 0.9999823990102892
current fid 0.9999823990097496
current fid 0.9999823990101537
current fid 0.9999823990086467
current fid 0.9999823990077696
current fid 0.9999823990121512
current fid 0.9999823990095136
current fid 0.9999823990101524
current fid 0.9999823990101526
current fid 0.9999823990101535
current fid 0.999982399010152
current fid 0.9999823990101184
current fid 0.999982399010646
current fid 0.9999823990101546
current fid 0.9999823990101546
current fid 0.9999823990100856
current fid 0.9999823990142642
current fid 0.9999823990101537
current fid 0.9999823990062735
current fid 0.9999823990100944
current fid 0.9999823990101526
current fid 0.999982399010152
current fid 0.9999823990101528
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999823990101513
current fid 0.9999836957999524
current fid 0.9999836957983297
current fid 0.9999836957985297
current fid 0.9999836957995853
current fid 0.9999836957995163
current fid 0.9999836958005419
current fid 0.99998369579988
current fid 0.999983695799721
current fid 0.9999836957990149
current fid 0.9999836957999721
current fid 0.9999836958000341
current fid 0.9999836957999295
current fid 0.9999836957999335
current fid 0.9999836957998613
current fid 0.9999836957999844
current fid 0.9999836957997992
current fid 0.9999836957999593
current fid 0.9999836957999488
current fid 0.9999836958000459
current fid 0.9999836958000197
current fid 0.9999836957999901
current fid 0.9999836957997783
current fid 0.9999836958000379
current fid 0.9999836957999206
current fid 0.9999836958000206
current fid 0.999983695799963
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836958019608
current fid 0.9999836958043529
current fid 0.9999836958045438
current fid 0.9999836958021742
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957972004
current fid 0.9999836957999244
current fid 0.9999836958004413
current fid 0.9999836957991246
current fid 0.9999836957999526
current fid 0.9999836957964414
current fid 0.9999836957952133
current fid 0.9999836958043764
current fid 0.999983695798802
current fid 0.9999836957999508
current fid 0.9999836957999524
current fid 0.9999836957999537
current fid 0.999983695799953
current fid 0.9999836957998629
current fid 0.999983695800954
current fid 0.999983695799955
current fid 0.9999836957999524
current fid 0.9999836957997543
current fid 0.9999836958080636
current fid 0.9999836957999544
current fid 0.9999836957920077
current fid 0.9999836957997554
current fid 0.99998369579995
current fid 0.9999836957999522
current fid 0.9999836957999526
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999836957999524
current fid 0.9999893743655509
current fid 0.9999893743642739
current fid 0.99998937436453
current fid 0.9999893743650695
current fid 0.9999893743649951
current fid 0.9999893743660572
current fid 0.9999893743658465
current fid 0.9999893743651797
current fid 0.9999893743646743
current fid 0.9999893743658937
current fid 0.9999893743656224
current fid 0.9999893743655149
current fid 0.999989374365572
current fid 0.9999893743654927
current fid 0.99998937436557
current fid 0.9999893743653615
current fid 0.9999893743655682
current fid 0.99998937436551
current fid 0.9999893743658396
current fid 0.999989374365634
current fid 0.9999893743656011
current fid 0.9999893743652611
current fid 0.9999893743657379
current fid 0.9999893743655343
current fid 0.9999893743656793
current fid 0.9999893743655565
current fid 0.9999893743655509
current fid 0.9999893743655509
current fid 0.9999893743655509
current fid 0.9999893743655509
current fid 0.9999893743655509
current fid 0.9999893743655509
current fid 0.9999893743655509
current fid 0.9999893743655509
current fid 0.9999893743655509
current fid 0.9999893743655509
current fid 0.9999893743655509
current fid 0.9999893743655509
current fid 0.9999893743655509
current fid 0.9999893743655509
current fid 0.9999893743655509
current fid 0.9999893743655509
current fid 0.9999893743655509
current fid 0.9999893743655509
current fid 0.9999893743655509
current fid 0.9999893743655509
current fid 0.9999893743655509
current fid 0.9999893743655509
current fid 0.9999893743655509
current fid 0.9999893743655509
current fid 0.9999893743655509
current fid 0.9999893743690283
current fid 0.9999893743730521
current fid 0.9999893743746631
current fid 0.999989374370697
current fid 0.9999893743655509
current fid 0.9999893743655509
current fid 0.9999893743655509
current fid 0.9999893743655509
current fid 0.9999893743655509
current fid 0.9999893743655509
current fid 0.9999893743635165
current fid 0.9999893743655744
current fid 0.9999893743662268
current fid 0.9999893743639138
current fid 0.9999893743655509
current fid 0.999989374359377
